state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage,all_pediatric_inpatient_bed_occupied,all_pediatric_inpatient_bed_occupied_coverage,all_pediatric_inpatient_beds,all_pediatric_inpatient_beds_coverage,previous_day_admission_pediatric_covid_confirmed_0_4,previous_day_admission_pediatric_covid_confirmed_0_4_coverage,previous_day_admission_pediatric_covid_confirmed_12_17,previous_day_admission_pediatric_covid_confirmed_12_17_coverage,previous_day_admission_pediatric_covid_confirmed_5_11,previous_day_admission_pediatric_covid_confirmed_5_11_coverage,previous_day_admission_pediatric_covid_confirmed_unknown,previous_day_admission_pediatric_covid_confirmed_unknown_coverage,staffed_icu_pediatric_patients_confirmed_covid,staffed_icu_pediatric_patients_confirmed_covid_coverage,staffed_pediatric_icu_bed_occupancy,staffed_pediatric_icu_bed_occupancy_coverage,total_staffed_pediatric_icu_beds,total_staffed_pediatric_icu_beds_coverage
AZ,0,9,68,2,43,32,6,75,13160,76,10481,76,360,75,33,77,103,77,0,75,8,74,997,77,40,75,27,77,349,75,211,77,11,75,8,75,1435,77,0.796428571428571,76,10481,13160,0.034708004289753,74,356,10257,0.027569116394331,74,356,12913,0.028880866425993,75,40,1385,0.694773519163763,77,997,1435,05/03/2023 12:00:00 AM,,0,74,2,73,1,73,0,73,3,73,5,74,11,74,11,74,0,76,0,76,4,73,9,73,9,73,13,73,23,72,16,73,29,73,0,76,0,10,0,0,0,0,0,0,5,77,8,77,0,10,0,10,16,0,10,77,740,75,921,75,0,75,0,72,0,72,0,75,5,75,210,75,310,75
OH,0,36,153,4,54,131,13,186,26718,189,20949,189,528,186,56,189,36,189,3,186,27,186,2644,189,55,186,41,189,435,186,321,189,93,186,11,186,3607,189,0.784078149562093,189,20949,26718,0.025426177405374,186,528,20766,0.019935060031715,186,528,26486,0.015466816647919,186,55,3556,0.733019129470474,189,2644,3607,05/03/2023 12:00:00 AM,,0,189,3,189,1,189,1,189,9,189,12,189,9,189,19,189,2,189,2,189,5,189,4,189,4,189,2,189,8,189,5,189,6,189,0,189,1,36,306,0,259,0,0,0,1,188,2,188,0,37,0,37,17,0,37,188,1373,186,1996,186,2,186,0,186,1,186,0,186,4,186,425,186,624,186
VT,1,1,12,2,11,1,1,13,1144,14,785,14,10,13,1,14,2,14,0,13,0,13,54,14,1,13,1,14,10,13,9,14,0,13,0,13,96,14,0.686188811188811,14,785,1144,0.013175230566535,13,10,759,0.009025270758123,13,10,1108,0.010869565217391,13,1,92,0.5625,14,54,96,05/03/2023 12:00:00 AM,,0,14,0,12,0,11,0,11,1,11,0,11,0,11,0,11,0,14,0,14,0,12,0,11,0,11,0,11,1,11,0,11,1,11,0,14,0,3,8,0,0,0,0,0,1,14,0,14,0,2,0,2,1,0,3,14,9,13,61,13,0,13,0,10,0,10,0,13,0,13,1,13,2,13
LA,2,24,117,11,114,18,3,141,12064,142,8130,142,107,141,18,143,4,143,4,141,0,141,1036,143,10,141,11,143,99,141,89,143,8,141,8,141,1440,143,0.673905835543767,142,8130,12064,0.013267203967762,140,107,8065,0.008931552587646,140,107,11980,0.007022471910112,141,10,1424,0.719444444444444,143,1036,1440,05/03/2023 12:00:00 AM,,0,143,1,140,2,140,1,140,4,140,2,140,2,140,6,140,0,142,0,143,2,139,0,140,0,140,0,140,1,140,0,140,1,140,0,142,0,34,1642,0,403,0,0,0,1,143,1,143,0,28,0,28,8,0,28,143,439,141,701,141,2,141,1,138,1,138,0,141,0,141,145,141,233,141
WI,13,87,32,15,93,24,7,129,10691,132,7303,132,176,129,20,132,9,132,3,129,2,129,758,132,25,129,21,132,169,129,151,132,7,129,6,129,1126,132,0.683097932840707,132,7303,10691,0.024680970410882,129,176,7131,0.016789087093389,129,176,10483,0.022893772893773,129,25,1092,0.673179396092362,132,758,1126,05/03/2023 12:00:00 AM,,0,132,3,132,3,132,1,132,3,132,1,132,4,132,4,132,1,132,0,132,1,132,1,132,0,132,5,132,0,132,2,132,0,132,0,132,0,9,0,0,0,0,0,0,0,132,1,132,0,7,0,7,2,0,7,132,374,129,513,129,0,129,1,129,0,129,2,129,2,129,82,129,95,129
KS,5,12,98,17,86,12,2,112,7390,115,4304,115,64,112,12,115,48,115,0,112,2,112,523,115,12,112,11,115,62,112,53,115,2,112,0,112,728,115,0.582408660351827,115,4304,7390,0.015041128084606,112,64,4255,0.008734816432373,112,64,7327,0.016949152542373,112,12,708,0.718406593406593,115,523,728,05/03/2023 12:00:00 AM,,0,113,0,104,0,103,1,103,1,103,4,103,5,102,1,103,0,115,0,114,4,103,3,103,4,103,3,102,8,103,14,103,12,103,0,115,0,22,219,119,158,0,0,0,1,115,0,115,0,24,0,24,3,0,24,115,144,112,290,112,0,112,0,100,0,100,0,112,0,112,41,112,80,112
NJ,1,4,84,6,75,8,10,88,23754,89,16051,89,201,88,28,89,32,89,0,88,1,88,1159,89,25,88,19,89,189,88,167,89,12,88,7,88,2701,89,0.675717773848615,89,16051,23754,0.012522584262663,88,201,16051,0.008461732760798,88,201,23754,0.009255831173639,88,25,2701,0.429100333209922,89,1159,2701,05/03/2023 12:00:00 AM,,0,89,1,89,4,89,3,89,1,89,2,89,7,89,10,89,0,89,0,89,1,89,1,89,2,89,8,89,7,89,9,89,4,89,0,89,0,8,143,0,0,3,0,0,6,89,2,89,0,8,0,8,20,0,8,89,462,88,795,88,0,88,0,88,0,88,0,88,1,88,73,88,130,88
HI,0,0,19,3,16,0,0,15,1357,15,1104,15,38,15,8,19,6,19,0,15,0,15,74,14,1,15,0,14,38,15,35,15,0,15,0,15,119,14,0.813559322033898,15,1104,1357,0.034420289855072,15,38,1104,0.028002947678703,15,38,1357,0,14,0,119,0.621848739495798,14,74,119,05/03/2023 12:00:00 AM,,0,15,0,14,1,14,0,14,0,14,0,14,1,14,5,14,1,19,0,15,0,14,0,14,0,14,2,13,1,14,1,13,2,14,0,19,,0,,,,,,,0,15,0,15,,0,,0,0,,0,15,16,15,25,15,0,15,0,14,0,14,0,15,0,15,1,15,1,15
TN,2,29,75,22,22,62,1,103,16746,106,11834,106,197,103,26,106,25,106,0,103,2,103,1448,106,41,103,31,106,194,103,160,106,3,103,2,103,2175,106,0.706676221187149,106,11834,16746,0.016995945129842,103,197,11591,0.011990261716372,103,197,16430,0.019570405727924,103,41,2095,0.665747126436782,106,1448,2175,05/03/2023 12:00:00 AM,,0,106,0,106,2,106,2,106,6,106,4,106,5,106,5,106,2,106,0,106,0,106,2,106,4,106,5,106,3,106,6,106,5,106,0,106,0,34,0,0,0,12,0,0,3,106,2,106,0,34,0,34,18,0,34,106,412,103,738,103,0,103,0,103,0,103,0,103,2,103,93,103,130,103
RI,1,0,12,2,8,3,4,12,1996,12,1729,12,28,12,2,13,6,13,0,12,0,12,113,12,3,12,0,12,27,12,18,13,1,12,0,12,147,12,0.86623246492986,12,1729,1996,0.016194331983806,12,28,1729,0.014028056112224,12,28,1996,0.020408163265306,12,3,147,0.768707482993197,12,113,147,05/03/2023 12:00:00 AM,,0,13,0,13,0,13,0,13,0,13,0,13,2,13,0,13,0,13,0,13,0,13,0,13,0,13,2,13,0,13,3,13,1,13,0,13,0,1,0,0,0,0,0,0,0,13,0,13,0,1,0,1,2,0,1,13,198,12,233,12,0,12,0,12,0,12,0,12,0,12,70,12,76,12
MT,4,40,11,5,46,4,1,54,2289,55,1512,55,23,54,4,55,4,55,0,54,1,54,97,55,0,54,1,55,21,54,22,55,2,54,2,54,183,55,0.660550458715596,55,1512,2289,0.015292553191489,54,23,1504,0.010167992926614,54,23,2262,0,54,0,178,0.530054644808743,55,97,183,05/03/2023 12:00:00 AM,,0,55,0,53,0,53,0,53,1,53,1,53,1,53,1,53,0,55,0,55,1,53,0,53,1,53,1,53,1,53,0,53,0,53,0,55,1,48,0,0,0,0,0,0,0,55,0,55,0,4,0,4,1,0,4,55,42,54,79,54,0,54,0,52,0,52,0,54,0,54,3,54,27,54
MN,0,1,127,8,79,41,5,127,9487,128,7797,128,196,127,12,128,18,128,1,127,5,127,623,128,18,127,11,128,185,127,133,128,11,127,5,127,851,128,0.821861494676926,128,7797,9487,0.025557439040292,127,196,7669,0.020996250669523,127,196,9335,0.021686746987952,127,18,830,0.73207990599295,128,623,851,05/03/2023 12:00:00 AM,,0,128,0,128,1,128,0,128,0,128,3,128,4,128,4,128,0,128,0,128,0,128,1,128,0,128,0,128,4,128,8,128,5,128,0,128,0,1,522,0,176,0,0,0,1,128,3,128,0,1,0,1,15,0,1,128,513,127,629,127,1,127,0,127,0,127,0,127,1,127,105,127,129,127
DE,1,1,7,2,5,2,1,8,2023,9,1648,9,52,8,4,9,1,9,0,8,10,8,106,9,2,8,3,9,37,8,24,9,15,8,3,8,151,9,0.81463173504696,9,1648,2023,0.032098765432099,8,52,1620,0.026170105686965,8,52,1987,0.013793103448276,8,2,145,0.701986754966887,9,106,151,05/03/2023 12:00:00 AM,,0,9,0,9,1,9,0,9,2,9,0,9,0,9,1,9,0,9,0,9,0,9,0,9,1,9,0,9,0,9,0,9,0,9,0,9,0,3,127,0,0,0,0,0,0,9,0,9,0,3,0,3,0,0,3,9,158,8,210,8,0,8,0,8,0,8,0,8,0,8,28,8,44,8
OK,0,5,113,15,87,16,2,116,7967,118,5396,118,85,116,10,118,30,118,1,116,0,116,574,118,12,116,6,118,82,116,47,118,3,116,3,116,815,118,0.677293837077946,118,5396,7967,0.016156624215929,116,85,5261,0.010876519513756,116,85,7815,0.015444015444015,116,12,777,0.704294478527607,118,574,815,05/03/2023 12:00:00 AM,,1,118,0,112,0,112,0,112,2,112,2,112,1,111,4,112,0,118,0,118,0,112,2,112,1,112,4,112,9,112,6,112,8,112,0,118,0,22,200,0,4,0,0,0,1,118,2,118,0,21,0,21,4,0,21,118,451,116,640,116,0,116,1,109,0,110,0,106,0,116,91,116,137,116
NH,0,0,26,0,3,23,2,26,2473,26,2019,26,30,26,5,26,2,26,0,26,0,26,183,26,4,26,3,26,29,26,24,26,1,26,1,26,240,26,0.816417306914678,26,2019,2473,0.014858841010401,26,30,2019,0.012131014961585,26,30,2473,0.016666666666667,26,4,240,0.7625,26,183,240,05/03/2023 12:00:00 AM,,0,26,0,26,0,26,0,26,1,26,1,26,1,26,2,26,0,26,0,26,0,26,1,26,0,26,0,26,0,26,0,26,1,26,0,26,0,3,,,,,,,0,26,1,26,0,3,0,3,2,0,3,26,32,26,69,26,0,26,0,26,0,26,0,26,0,26,4,26,8,26
WV,0,3,52,21,30,4,6,51,5082,55,4004,55,70,51,8,55,17,55,0,51,1,51,472,55,9,51,9,55,67,51,65,55,3,51,2,51,594,55,0.787878787878788,55,4004,5082,0.017672304973492,51,70,3961,0.013977635782748,51,70,5008,0.015761821366025,51,9,571,0.794612794612795,55,472,594,05/03/2023 12:00:00 AM,,0,55,1,55,0,55,0,55,3,55,1,55,1,55,2,55,0,55,0,55,1,55,0,55,0,55,5,55,2,55,5,55,4,55,0,55,0,3,0,0,0,0,0,0,2,55,0,55,0,3,0,3,3,0,3,55,177,51,284,51,0,51,0,51,0,51,0,4,1,51,31,51,44,51
MA,0,0,74,11,62,1,11,73,15888,74,13447,74,223,73,47,74,75,74,2,73,4,73,973,74,20,73,17,74,215,73,158,74,8,73,4,73,1223,74,0.846362034239678,74,13447,15888,0.016709126329987,73,223,13346,0.014152440185314,73,223,15757,0.01669449081803,73,20,1198,0.795584627964023,74,973,1223,05/03/2023 12:00:00 AM,,0,74,2,74,1,74,13,74,1,74,5,74,15,74,10,74,0,74,0,74,5,74,4,74,4,74,6,74,17,74,23,74,16,74,0,74,0,73,0,,0,0,,0,2,74,4,74,0,6,0,6,9,0,6,74,763,73,1109,73,1,73,0,73,1,73,0,73,1,73,152,73,189,73
CA,7,51,287,92,198,55,249,337,58947,344,45887,344,1170,337,178,345,143,345,4,336,2,336,4506,345,132,337,119,345,1131,337,1053,345,39,337,33,337,6324,345,0.778445043852953,344,45887,58947,0.025864927600309,336,1170,45235,0.020108966536617,336,1170,58183,0.021366137908708,337,132,6178,0.712523719165085,345,4506,6324,05/03/2023 12:00:00 AM,,0,344,13,344,10,344,4,344,26,343,29,343,41,344,54,343,2,344,2,344,9,344,15,344,16,344,9,344,31,344,32,343,29,343,10,332,0,55,689,175,20,0,0,0,5,345,2,344,0,31,11,284,37,1,284,345,2376,337,3395,337,3,336,1,335,0,336,1,336,12,337,671,337,957,337
VI,0,0,1,1,0,0,0,1,112,1,67,1,4,1,0,1,0,1,1,1,0,1,7,1,1,1,1,1,3,1,3,1,1,1,1,1,8,1,0.598214285714286,1,67,112,0.059701492537313,1,4,67,0.035714285714286,1,4,112,0.125,1,1,8,0.875,1,7,8,05/03/2023 12:00:00 AM,,0,1,,0,,0,,0,,0,,0,,0,,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,0,1,,0,,,,,,,0,1,0,1,,0,,0,0,,0,1,4,1,8,1,0,1,,0,,0,1,1,0,1,0,1,0,1
IN,5,96,23,6,102,16,0,122,14306,124,9970,124,190,122,38,124,40,124,1,122,6,122,1266,124,19,122,11,124,170,122,113,124,20,122,7,122,1935,124,0.696910387250105,124,9970,14306,0.019207440355843,122,190,9892,0.013403880070547,122,190,14175,0.010010537407798,122,19,1898,0.654263565891473,124,1266,1935,05/03/2023 12:00:00 AM,,1,123,1,119,1,119,2,119,3,119,9,119,6,119,15,120,0,124,2,121,5,119,2,120,0,119,4,119,6,119,11,120,10,121,0,124,1,99,308,559,619,0,0,0,2,124,6,124,0,99,0,99,11,0,99,124,400,122,822,122,1,122,0,117,0,118,0,122,1,122,64,122,206,122
